target_id	length	eff_length	est_counts	tpm
AT1G56130.1	3099	2918.38	12.0148	0.294077
AT1G56140.1	3320	3139.38	860.985	19.5902
AT1G56145.1	3249	3068.38	51.3619	1.19569
AT1G56145.2	3280	3099.38	250.638	5.77642
AT1G56150.1	555	375.06	5	0.952259
AT1G56160.1	1034	853.376	27	2.26001
AT1G56170.1	812	631.545	2116.15	239.348
AT1G56170.2	981	800.376	534.846	47.7332
AT1G56180.1	1526	1345.38	87	4.61915
AT1G56190.2	1689	1508.38	6.81083	0.322535
AT1G56190.1	1797	1616.38	657.189	29.0425
AT1G56200.1	715	534.692	338	45.1543
AT1G56200.2	706	525.692	0	0
AT1G56210.1	1384	1203.38	159	9.43804
AT1G56220.1	749	568.645	450.387	56.5758
AT1G56220.2	762	581.596	0	0
AT1G56220.3	757	576.596	343.912	42.6052
AT1G56220.4	752	571.596	20.7011	2.58696
AT1G56230.1	2447	2266.38	9.58692	0.302157
AT1G56230.2	2565	2384.38	40.4131	1.21069
AT1G56233.1	335	166.258	1	0.42964
AT1G56240.1	1142	961.376	42.9768	3.19321
AT1G56250.1	1146	965.376	1.02316	0.0757065
AT1G56260.1	939	758.376	30	2.82568
AT1G56270.1	634	453.811	0	0
AT1G56280.1	1185	1004.38	18390.3	1307.91
AT1G56280.2	1182	1001.38	7.7103	0.549997
AT1G56290.1	2416	2235.38	240	7.66914
AT1G56300.1	928	747.376	366	34.9807
AT1G56310.1	1857	1676.38	89	3.79232
AT1G56320.1	701	520.692	225	30.8666
AT1G56330.1	943	762.376	828	77.5796
AT1G56340.1	1523	1342.38	2368.05	126.009
AT1G56340.2	1446	1265.38	601.948	33.9802
AT1G56345.1	1392	1211.38	121	7.13498
AT1G56350.1	1673	1492.38	77	3.68552
AT1G56360.1	1401	1220.38	0	0
AT1G56380.2	1200	1019.38	0	0
AT1G56380.1	1167	986.376	9	0.651758
AT1G56385.1	483	303.849	0	0
AT1G56400.1	1440	1259.38	0	0
AT1G56400.2	1317	1136.38	0	0
AT1G56410.1	1854	1673.38	2	0.0853734
AT1G56415.1	466	287.149	0	0
AT1G56418.1	281	125.048	0	0
AT1G56420.1	773	592.596	160	19.2862
AT1G56423.1	1257	1076.38	26	1.72542
AT1G56430.1	1144	963.376	39	2.89171
AT1G56440.1	1755	1574.38	121	5.48988
AT1G56440.2	1809	1628.38	0	0
AT1G56450.1	1042	861.376	427	35.4096
AT1G56460.2	2166	1985.38	37.2708	1.34095
AT1G56460.1	1837	1656.38	188.729	8.13891
AT1G56500.1	3428	3247.38	94	2.06767
AT1G56510.1	3657	3476.38	1121.62	23.0465
AT1G56520.2	3624	3443.38	31.5842	0.655196
AT1G56520.1	3540	3359.38	28.6238	0.608632
AT1G56530.1	558	378.06	0	0
AT1G56540.1	3291	3110.38	37	0.849718
AT1G56550.1	1625	1444.38	5	0.247273
AT1G56553.1	341	171.246	0	0
AT1G56555.1	534	354.123	1	0.201712
AT1G56560.1	2109	1928.38	382	14.15
AT1G56570.1	1836	1655.38	19	0.819867
AT1G56580.1	698	517.692	891	122.94
AT1G56590.1	1523	1342.38	187	9.9507
AT1G56600.1	1396	1215.38	198	11.637
AT1G56610.3	2170	1989.38	0	0
AT1G56610.2	2053	1872.38	1921.99	73.3236
AT1G56610.1	2420	2239.38	12.0124	0.383167
AT1G56620.1	540	360.092	0	0
AT1G56630.1	1458	1277.38	9	0.50328
AT1G56650.1	914	733.376	43	4.1882
AT1G56660.1	1821	1640.38	8042	350.193
AT1G56670.1	1219	1038.38	233	16.0283
AT1G56680.1	933	752.376	1	0.0949404
AT1G56690.1	2115	1934.38	7	0.25849
AT1G56700.1	1221	1040.38	247.848	17.0169
AT1G56700.3	1170	989.376	5.11882	0.369568
AT1G56700.2	1045	864.376	23.0331	1.90342
AT1G56710.1	1514	1333.38	16	0.857144
AT1G56720.1	1750	1569.38	5.72855	0.260738
AT1G56720.3	1838	1657.38	18.8338	0.811713
AT1G56720.2	2069	1888.38	41.4377	1.56745
AT1G57540.2	658	477.733	20.6269	3.08415
AT1G57540.3	508	328.473	7.50843	1.63281
AT1G57540.1	512	332.444	27.8646	5.98716
AT1G57550.1	159	54.9058	1	1.30097
AT1G57560.1	1073	892.376	4	0.320183
AT1G57565.1	579	399.026	2	0.358026
AT1G57570.1	2306	2125.38	2	0.0672172
AT1G57580.1	1041	860.376	4	0.332092
AT1G57590.1	1489	1308.38	45	2.45678
AT1G57600.1	1950	1769.38	83	3.35077
AT1G57610.3	1243	1062.38	12.9767	0.872515
AT1G57610.1	1340	1159.38	263.328	16.2241
AT1G57610.2	1264	1083.38	6.695	0.441425
AT1G57613.1	318	152.254	0	0
AT1G57620.1	1004	823.376	355	30.7976
AT1G57630.1	519	339.301	6	1.26314
AT1G57650.1	2130	1949.38	13	0.476359
AT1G57650.2	2031	1850.38	0	0
AT1G57660.1	715	534.692	798.82	106.717
AT1G57670.1	1164	983.376	3	0.217915
AT1G57680.2	1721	1540.38	5.30346	0.245934
AT1G57680.1	1861	1680.38	1026.7	43.6437
AT1G57690.1	993	812.376	0	0
AT1G57700.1	2667	2486.38	102	2.93035
AT1G57720.1	1661	1480.38	1151.74	55.5735
AT1G57720.2	1648	1467.38	26.2615	1.27839
AT1G57730.1	525	345.272	13	2.68948
AT1G57750.1	1729	1548.38	19	0.876523
AT1G57750.2	1643	1462.38	0	0
AT1G57760.1	563	383.06	3	0.559423
AT1G57765.1	743	562.645	192	24.3755
AT1G57765.2	773	592.596	0	0
AT1G57770.1	1928	1747.38	93	3.80174
AT1G57775.1	451	272.555	0	0
AT1G57777.1	564	384.06	0	0
AT1G57780.1	795	614.545	11	1.27857
AT1G57790.1	1318	1137.38	34	2.13531
AT1G57800.1	2107	1926.38	110	4.07885
AT1G57820.2	2136	1955.38	0	0
AT1G57820.1	2154	1973.38	121	4.37988
AT1G57830.1	495	315.611	1	0.226326
AT1G57850.2	438	260.034	0	0
AT1G57850.1	477	297.875	0	0
AT1G57860.1	669	488.692	337.18	49.2848
AT1G57870.3	1867	1686.38	5.01657	0.21249
AT1G57870.2	1880	1699.38	127.061	5.34083
AT1G57870.1	1954	1773.38	229.923	9.26119
AT1G57906.1	687	506.692	10	1.40975
AT1G57943.1	1197	1016.38	0	0
AT1G57943.2	1194	1013.38	0	0
AT1G57980.1	1470	1289.38	18	0.997193
AT1G57990.1	1416	1235.38	869	50.2466
AT1G58007.1	785	604.545	1	0.118157
AT1G58007.2	795	614.545	0	0
AT1G58025.2	2046	1865.38	11.248	0.430719
AT1G58025.1	1960	1779.38	81.626	3.27678
AT1G58025.3	2132	1951.38	28.126	1.02956
AT1G58030.1	2371	2190.38	514	16.7622
AT1G58037.1	1638	1457.38	0	0
AT1G58037.2	1164	983.376	1	0.0726384
AT1G58050.1	4254	4073.38	8	0.140288
AT1G58055.1	308	144.572	1	0.494084
AT1G58060.1	4611	4430.38	248	3.9985
AT1G58070.1	1171	990.376	25	1.80313
AT1G58080.1	1595	1414.38	410	20.7064
AT1G58090.1	1116	935.376	2	0.152732
AT1G58100.1	1630	1449.38	196.777	9.69792
AT1G58100.2	1492	1311.38	312.223	17.0069
AT1G58110.1	1631	1450.38	0.142627	0.00702436
AT1G58110.2	1725	1544.38	140.857	6.51497
AT1G58120.1	2057	1876.38	2.5	0.0951714
AT1G58122.1	2057	1876.38	2.5	0.0951714
AT1G58150.1	276	121.396	0	0
AT1G58160.1	521	341.301	4	0.837161
AT1G58170.1	709	528.692	13	1.75642
AT1G58180.4	1221	1040.38	95.5286	6.55887
AT1G58180.1	1132	951.376	0	0
AT1G58180.2	1234	1053.38	80.7835	5.47804
AT1G58180.3	1327	1146.38	33.688	2.0991
AT1G58190.1	2955	2774.38	4.66633	0.120142
AT1G58190.2	3294	3113.38	7.33367	0.168258
AT1G58200.1	2517	2336.38	317.169	9.69691
AT1G58200.2	2563	2382.38	650.831	19.5139
AT1G58210.1	3741	3560.38	67	1.3442
AT1G58220.1	2946	2765.38	224	5.78602
AT1G58225.1	702	521.692	2	0.273843
AT1G58225.2	588	407.992	0	0
AT1G58230.1	8256	8075.38	383	3.38784
AT1G58235.1	1012	831.376	596	51.2077
AT1G58242.1	407	230.661	0	0
AT1G58245.1	273	119.295	1	0.598777
AT1G58248.1	276	121.396	0	0
AT1G58250.1	8247	8066.38	479	4.24173
AT1G58250.2	8391	8210.38	0	0
AT1G58260.1	1593	1412.38	3	0.151725
AT1G58265.1	480	300.849	0	0
AT1G58270.1	1497	1316.38	21	1.13953
AT1G58280.1	1174	993.376	44.1604	3.17545
AT1G58280.2	1249	1068.38	0	0
AT1G58280.3	1078	897.376	0	0
AT1G58280.4	1098	917.376	3.83958	0.298967
AT1G58290.1	2083	1902.38	890	33.418
AT1G58300.1	855	674.434	0	0
AT1G58310.1	1518	1337.38	3	0.160234
AT1G58320.1	447	268.716	3	0.797468
AT1G58330.1	912	731.376	0	0
AT1G58340.1	2075	1894.38	41	1.54598
AT1G58350.1	3046	2865.38	76.3818	1.90412
AT1G58350.2	3218	3037.38	233.618	5.49407
AT1G58350.3	2788	2607.38	0	0
AT1G58360.1	1740	1559.38	1690	77.4145
AT1G58370.1	2903	2722.38	12	0.314861
AT1G58380.1	1109	928.376	106.593	8.20147
AT1G58390.1	2798	2617.38	5	0.136455
AT1G58400.1	2703	2522.38	13	0.368146
AT1G58410.1	2801	2620.38	1	0.0272598
AT1G58420.1	740	559.645	145	18.5072
AT1G58430.1	1313	1132.38	0	0
AT1G58440.1	1892	1711.38	409	17.0712
AT1G58450.1	495	315.611	1	0.226326
AT1G58460.1	534	354.123	1	0.201712
AT1G58470.1	1387	1206.38	148	8.76325
AT1G58520.3	1029	848.376	3	0.252592
AT1G58520.2	3613	3432.38	20.1567	0.41948
AT1G58520.1	2728	2547.38	465.843	13.0627
AT1G58602.2	4773	4592.38	286.356	4.45405
AT1G58602.1	4299	4118.38	48.3998	0.839468
AT1G58643.1	1461	1280.38	5.66667	0.316138
AT1G58684.1	1126	945.376	0	0
AT1G58725.1	1050	869.376	0	0
AT1G58766.1	2003	1822.38	0	0
AT1G58807.1	3696	3515.38	1.50512e-08	3.05834e-10
AT1G58807.2	3626	3445.38	126.099	2.61434
AT1G58848.2	3757	3576.38	0	0
AT1G58848.1	3967	3786.38	8.15467	0.15384
AT1G58936.1	1461	1280.38	5.66667	0.316138
AT1G58983.1	1126	945.376	0	0
AT1G59030.1	936	755.376	0	0
AT1G59077.1	1998	1817.38	0	0
AT1G59124.1	3626	3445.38	126.099	2.61434
AT1G59171.1	990	809.376	0	0
AT1G59171.2	957	776.376	1	0.0920056
AT1G59218.1	3765	3584.38	85.0444	1.6948
AT1G59218.2	3563	3382.38	89.8466	1.89743
AT1G59312.1	1461	1280.38	5.66667	0.316138
AT1G59359.1	1100	919.376	196.407	15.2598
AT1G59406.1	1050	869.376	0	0
AT1G59453.1	5190	5009.38	5	0.0712972
AT1G59500.1	1794	1613.38	5	0.221371
AT1G59510.1	1482	1301.38	36	1.976
AT1G59520.1	1548	1367.38	202.471	10.577
AT1G59520.2	1188	1007.38	11.5286	0.817466
AT1G59520.3	1546	1365.38	0	0
AT1G59530.1	447	268.716	0	0
AT1G59535.1	120	35.9855	1	1.98499
AT1G59540.2	2735	2554.38	10.4863	0.293241
AT1G59540.1	2648	2467.38	31.5137	0.912325
AT1G59550.1	924	743.376	0	0
AT1G59560.1	1319	1138.38	34	2.13343
AT1G59580.1	1615	1434.38	245	12.2008
AT1G59580.2	1534	1353.38	0	0
AT1G59590.1	1041	860.376	155	12.8685
AT1G59600.1	1259	1078.38	100	6.62393
AT1G59610.1	3261	3080.38	417	9.66982
AT1G59620.1	2808	2627.38	58	1.57686
AT1G59630.1	720	539.692	2	0.26471
AT1G59640.1	1255	1074.38	31	2.06106
AT1G59640.2	1658	1477.38	0	0
AT1G59650.1	2086	1905.38	119	4.46121
AT1G59660.1	3185	3004.38	256	6.08656
AT1G59670.1	865	684.376	4	0.417495
AT1G59675.1	495	315.611	285	64.5029
AT1G59680.1	795	614.545	0	0
AT1G59690.1	432	254.188	0	0
AT1G59700.1	1064	883.376	205	16.5766
AT1G59710.1	1670	1489.38	681	32.661
AT1G59720.1	2033	1852.38	34	1.3111
AT1G59722.1	471	292	0	0
AT1G59725.1	996	815.376	12	1.05126
AT1G59730.1	579	399.026	25	4.47533
AT1G59740.1	2031	1850.38	59	2.2776
AT1G59750.4	2558	2377.38	0	0
AT1G59750.2	2472	2291.38	197.833	6.16722
AT1G59750.1	2484	2303.38	11.1835	0.346817
AT1G59750.3	2308	2127.38	422.983	14.2025
AT1G59760.1	3158	2977.38	296	7.1014
AT1G59780.1	2721	2540.38	5	0.140591
AT1G59790.1	1125	944.376	2	0.151276
AT1G59800.1	768	587.596	2	0.243129
AT1G59810.1	852	671.434	5	0.531928
AT1G59820.1	4184	4003.38	585	10.438
AT1G59830.1	1301	1120.38	266	16.9591
AT1G59830.2	1357	1176.38	0	0
AT1G59833.1	255	107.318	0	0
AT1G59835.1	381	206.704	0	0
AT1G59840.2	1926	1745.38	61.2518	2.50678
AT1G59840.1	1162	981.376	3.74823	0.27282
AT1G59850.1	1497	1316.38	25	1.35658
AT1G59860.1	720	539.692	751	99.3987
AT1G59865.2	743	562.645	1618	205.414
AT1G59865.1	528	348.242	0	0
AT1G59870.1	4759	4578.38	3101	48.3812
AT1G59885.1	390	214.734	0	0
AT1G59890.4	3863	3682.38	0	0
AT1G59890.2	4199	4018.38	68.2729	1.21362
AT1G59890.3	4172	3991.38	3.72821e-07	6.67213e-09
AT1G59890.1	4158	3977.38	222.727	4.00002
AT1G59900.1	1468	1287.38	727	40.3381
AT1G59910.1	3006	2825.38	1376	34.7879
AT1G59920.1	399	223.091	0	0
AT1G59930.1	399	223.091	0	0
AT1G59940.1	1051	870.376	5	0.410345
AT1G59950.1	963	782.376	2	0.1826
AT1G59960.1	1179	998.376	64	4.57901
AT1G59970.1	1343	1162.38	346	21.2626
AT1G59980.1	1685	1504.38	42	1.99425
AT1G59990.1	2052	1871.38	20	0.763405
AT1G60000.1	972	791.376	391	35.2923
AT1G60000.2	453	274.461	0	0
AT1G60010.1	965	784.376	124	11.2923
AT1G60030.1	1966	1785.38	206	8.24183
AT1G60040.1	855	674.434	1	0.105912
AT1G60050.1	1125	944.376	4	0.302553
AT1G60060.1	1464	1283.38	106	5.89981
AT1G60070.2	3268	3087.38	0	0
AT1G60070.1	3158	2977.38	666	15.9782
AT1G60080.1	1441	1260.38	105	5.9508
AT1G60090.1	1539	1358.38	0	0
AT1G60095.1	1750	1569.38	33	1.50201
AT1G60110.1	1797	1616.38	6	0.265152
AT1G60130.1	1803	1622.38	1	0.0440286
AT1G60140.1	3146	2965.38	472	11.3697
AT1G60160.1	2700	2519.38	95	2.6935
AT1G60170.1	1819	1638.38	666.113	29.0416
AT1G60190.1	2276	2095.38	84	2.86354
AT1G60200.1	2896	2715.38	684	17.9934
AT1G60220.1	2016	1835.38	595	23.1568
AT1G60230.1	1594	1413.38	48	2.42588
AT1G60240.1	834	653.491	1	0.109307
AT1G60250.1	756	575.596	0	0
AT1G60260.1	1543	1362.38	49	2.56913
AT1G60270.1	1570	1389.38	9	0.46271
AT1G60280.1	1044	863.376	1	0.0827344
AT1G60300.1	969	788.376	1	0.0906051
AT1G60320.1	516	336.416	0	0
AT1G60340.1	1116	935.376	2	0.152732
AT1G60350.1	963	782.376	1	0.0913
AT1G60360.1	984	803.376	0	0
AT1G60370.1	852	671.434	0	0
AT1G60380.1	957	776.376	0	0
AT1G60390.1	2092	1911.38	39	1.45749
AT1G60400.1	1212	1031.38	3	0.207774
AT1G60410.1	1460	1279.38	5	0.279163
AT1G60420.1	1992	1811.38	780	30.759
AT1G60430.1	1052	871.376	57.238	4.69208
AT1G60430.2	1085	904.376	20.762	1.63985
AT1G60440.1	1481	1300.38	191	10.4918
AT1G60450.1	999	818.376	3	0.261851
AT1G60460.3	1758	1577.38	0	0
AT1G60460.1	1719	1538.38	3	0.139298
AT1G60460.2	1637	1456.38	0	0
AT1G60470.1	1343	1162.38	3	0.184357
AT1G60490.1	2790	2609.38	356	9.7454
AT1G60500.1	2152	1971.38	333.569	12.0866
AT1G60530.1	906	725.376	1046.43	103.047
AT1G60550.1	1308	1127.38	194	12.2919
AT1G60560.2	2348	2167.38	4.7391	0.156188
AT1G60560.1	2404	2223.38	147.261	4.73109
AT1G60570.1	1146	965.376	1	0.0739928
AT1G60590.1	1982	1801.38	6	0.237921
AT1G60600.1	1734	1553.38	0	0
AT1G60600.2	1742	1561.38	24	1.09797
AT1G60610.1	1772	1591.38	140.333	6.29904
AT1G60610.2	1213	1032.38	0.0196983	0.00136294
AT1G60610.3	1205	1024.38	135.647	9.45882
AT1G60620.1	1431	1250.38	134	7.65509
AT1G60625.1	246	101.545	0	0
AT1G60630.1	2174	1993.38	49	1.75587
AT1G60640.2	1308	1127.38	0	0
AT1G60640.1	1236	1055.38	160	10.8293
AT1G60640.3	1233	1052.38	0	0
AT1G60640.4	1110	929.376	0	0
AT1G60640.5	1110	929.376	0	0
AT1G60650.1	1114	933.376	56.9891	4.36135
AT1G60650.2	1193	1012.38	14.0109	0.988577
AT1G60660.1	601	420.921	55	9.33358
AT1G60670.1	1491	1310.38	48.6431	2.65162
AT1G60670.2	1569	1388.38	157.357	8.0959
AT1G60680.1	1304	1123.38	14.1863	0.902048
AT1G60690.1	1038	857.376	141	11.7472
AT1G60700.1	1882	1701.38	164	6.88541
AT1G60710.1	1492	1311.38	634	34.5341
AT1G60720.1	870	689.376	1	0.103617
AT1G60730.2	1401	1220.38	304.354	17.8144
AT1G60730.1	1406	1225.38	2.92531	0.170525
AT1G60730.3	1296	1115.38	7.53393	0.482488
AT1G60740.1	677	496.692	5.32851	0.766311
AT1G60750.1	993	812.376	2	0.175857
AT1G60760.1	492	312.691	51	11.6504
AT1G60770.1	1800	1619.38	118	5.205
AT1G60780.1	1897	1716.38	535	22.2652
AT1G60783.1	938	757.376	2	0.188627
AT1G60790.1	1810	1629.38	158	6.92663
AT1G60800.1	2573	2392.38	208	6.21041
AT1G60810.1	1488	1307.38	406.295	22.1987
AT1G60815.1	246	101.545	1	0.703441
AT1G60830.1	336	167.093	0	0
AT1G60850.3	1560	1379.38	9.76395	0.505626
AT1G60850.1	1391	1210.38	15.4812	0.913633
AT1G60850.2	1380	1199.38	57.7548	3.43969
AT1G60860.1	2786	2605.38	306	8.38952
AT1G60870.1	1111	930.376	280	21.4974
AT1G60880.1	606	425.885	1	0.167723
AT1G60890.1	3042	2861.38	131	3.27026
AT1G60890.2	2918	2737.38	0	0
AT1G60900.1	2085	1904.38	734	27.5315
AT1G60913.1	240	97.8524	0	0
AT1G60920.1	576	396.06	0	0
AT1G60930.1	3876	3695.38	13	0.251288
AT1G60940.1	1655	1474.38	96.6962	4.68476
AT1G60940.2	1509	1328.38	410.304	22.0633
AT1G60950.1	833	652.491	2748	300.835
AT1G60960.1	1532	1351.38	110	5.81437
AT1G60970.1	833	652.491	78	8.53899
AT1G60980.1	1131	950.376	4	0.300643
AT1G60983.1	270	117.302	23	14.0058
AT1G60985.1	473	293.951	19	4.61706
AT1G60986.1	548	368.092	28	5.4336
AT1G60987.1	688	507.692	2	0.281395
AT1G60990.2	1726	1545.38	16.7817	0.775689
AT1G60990.3	1723	1542.38	88.6548	4.10581
AT1G60989.1	477	297.875	106	25.419
AT1G60990.1	1438	1257.38	24.5635	1.39544
AT1G60995.1	2141	1960.38	194	7.06885
AT1G61000.1	1554	1373.38	43	2.23648
AT1G61010.2	2455	2274.38	121.069	3.80239
AT1G61010.3	2412	2231.38	32.3386	1.03523
AT1G61010.1	2390	2209.38	103.593	3.34923
AT1G61030.1	2896	2715.38	173	4.55095
AT1G61040.1	2353	2172.38	528	17.3614
AT1G61050.1	1549	1368.38	267	13.9377
AT1G61060.1	804	623.545	1	0.114556
AT1G61065.1	860	679.376	290	30.4912
AT1G61070.1	590	409.992	1	0.174225
AT1G61080.1	2724	2543.38	2	0.0561702
AT1G61090.1	719	538.692	5	0.663004
AT1G61093.1	731	550.692	0	0
AT1G61095.1	700	519.692	2	0.274897
AT1G61097.1	686	505.692	3	0.423762
AT1G61100.1	2869	2688.38	329.206	8.74709
AT1G61100.2	2915	2734.38	14.7943	0.386476
AT1G61105.1	598	417.921	1	0.17092
AT1G61110.1	1332	1151.38	0	0
AT1G61120.1	2899	2718.38	45	1.18247
AT1G61130.1	1392	1211.38	10	0.589668
AT1G61140.1	4404	4223.38	424.736	7.18365
AT1G61140.3	4431	4250.38	8.05014e-05	1.35289e-06
AT1G61140.2	3147	2966.38	8.26429	0.199006
AT1G61150.1	1236	1055.38	143.368	9.70358
AT1G61150.5	1117	936.376	0	0
AT1G61150.4	1166	985.376	0	0
AT1G61150.6	1116	935.376	18.9694	1.44861
AT1G61150.3	1210	1029.38	0	0
AT1G61150.2	1146	965.376	0	0
AT1G61150.7	1145	964.376	15.6624	1.16011
AT1G61160.1	632	451.811	2	0.316198
AT1G61165.1	108	30.9435	0	0
AT1G61170.1	1038	857.376	75	6.2485
AT1G61180.1	3043	2862.38	0	0
AT1G61180.2	3305	3124.38	24.9634	0.570725
AT1G61190.1	2904	2723.38	26.5284	0.695808
AT1G61200.1	216	84.7403	0	0
AT1G61210.1	4188	4007.38	140.241	2.49977
AT1G61210.2	4182	4001.38	200.759	3.58387
AT1G61215.1	2109	1928.38	29	1.07422
AT1G61230.1	1518	1337.38	7	0.373879
AT1G61240.4	1839	1658.38	482.662	20.7896
AT1G61240.3	1722	1541.38	0	0
AT1G61240.2	1674	1493.38	12.0771	0.577669
AT1G61240.1	1702	1521.38	55.261	2.59459
AT1G61250.2	1312	1131.38	7.92387	0.500284
AT1G61250.1	1247	1066.38	763.076	51.1144
AT1G61255.1	541	361.092	15	2.96729
AT1G61260.1	1409	1228.38	347	20.1783
AT1G61270.1	1356	1175.38	18	1.09391
AT1G61280.1	414	237.158	1	0.301195
AT1G61290.1	1091	910.376	5	0.392315
AT1G61300.1	2635	2454.38	34.0086	0.98977
AT1G61310.1	2881	2700.38	22.4996	0.595163
AT1G61320.1	1515	1334.38	6	0.321188
AT1G61330.1	1344	1163.38	0	0
AT1G61340.2	1103	922.376	7.5116	0.581715
AT1G61340.1	968	787.376	267.488	24.2666
AT1G61350.1	2013	1832.38	110	4.28809
AT1G61353.1	174	62.5992	1	1.14108
AT1G61360.1	2647	2466.38	12.1304	0.351321
AT1G61360.2	2825	2644.38	13.8696	0.37465
AT1G61370.1	2445	2264.38	67	2.11355
AT1G61380.1	2743	2562.38	352	9.81264
AT1G61390.1	2496	2315.38	19	0.586163
AT1G61390.2	2735	2554.38	0	0
AT1G61400.1	2502	2321.38	12	0.369251
AT1G61410.1	910	729.376	26.5285	2.59805
AT1G61415.1	1081	900.376	22	1.74536
AT1G61415.2	1161	980.376	0	0
AT1G61420.1	2681	2500.38	24	0.685634
AT1G61430.1	2909	2728.38	33.3708	0.873672
AT1G61440.1	2379	2198.38	45.6292	1.48261
AT1G61450.1	498	318.584	1	0.224214
AT1G61460.1	2585	2404.38	19	0.564466
AT1G61470.1	837	656.491	21	2.28495
AT1G61475.1	639	458.772	0	0
AT1G61480.1	2605	2424.38	6	0.176782
AT1G61490.1	2415	2234.38	5	0.159845
AT1G61500.1	2415	2234.38	22	0.703319
AT1G61520.3	973	792.376	29.3046	2.64175
AT1G61520.1	1198	1017.38	1938.34	136.093
AT1G61520.2	1311	1130.38	41.3545	2.61328
AT1G61540.1	1209	1028.38	3	0.20838
AT1G61550.1	2982	2801.38	13	0.331481
AT1G61560.2	2038	1857.38	0	0
AT1G61560.3	2036	1855.38	27.7958	1.07012
AT1G61560.4	2375	2194.38	55.2042	1.797
AT1G61560.1	1942	1761.38	2.2306e-06	9.04599e-08
AT1G61563.1	528	348.242	0	0
AT1G61566.1	551	371.06	2	0.38501
AT1G61570.1	499	319.584	37	8.26996
AT1G61575.1	370	196.704	0	0
AT1G61580.1	1354	1173.38	35	2.13067
AT1G61590.1	1517	1336.38	2	0.106902
AT1G61600.1	1266	1085.38	162	10.6616
AT1G61610.1	2529	2348.38	70	2.1292
AT1G61620.1	1264	1083.38	465	30.6591
AT1G61630.1	1254	1073.38	1	0.0665479
AT1G61640.1	2254	2073.38	27.6351	0.952069
AT1G61640.2	2339	2158.38	18.3649	0.607783
AT1G61660.1	1594	1413.38	207.219	10.4727
AT1G61660.2	1689	1508.38	18.3123	0.867201
AT1G61660.3	1578	1397.38	6.22893	0.31841
AT1G61660.4	1521	1340.38	127.24	6.78083
AT1G61667.1	714	533.692	287	38.413
AT1G61670.1	1813	1632.38	409	17.8974
AT1G61680.2	1862	1681.38	11	0.46732
AT1G61680.1	1710	1529.38	0	0
AT1G61688.1	413	236.158	0	0
AT1G61690.1	3811	3630.38	253	4.978
AT1G61700.1	530	350.212	4	0.815858
AT1G61710.1	1209	1028.38	0	0
AT1G61720.1	1224	1043.38	109	7.46228
AT1G61730.1	1485	1304.38	291	15.9359
AT1G61740.1	1726	1545.38	608	28.1032
AT1G61750.1	1026	845.376	0	0
AT1G61760.1	675	494.692	12	1.73274
AT1G61770.1	1195	1014.38	671	47.2509
AT1G61780.1	641	460.772	117	18.1379
AT1G61790.1	1041	860.376	708	58.7802
AT1G61795.1	901	720.376	83	8.2301
AT1G61800.1	1569	1388.38	1681	86.4862
AT1G61810.3	1696	1515.38	83.8443	3.9522
AT1G61810.1	1730	1549.38	444.647	20.4996
AT1G61810.2	427	249.512	58.5083	16.7499
AT1G61820.1	2096	1915.38	326.147	12.1631
AT1G61820.3	1634	1453.38	222.853	10.9529
AT1G61840.1	2445	2264.38	0	0
AT1G61850.1	4065	3884.38	0	0
AT1G61850.2	4193	4012.38	226	4.0234
AT1G61860.1	1392	1211.38	51	3.0073
AT1G61870.1	1612	1431.38	255	12.7254
AT1G61890.1	1956	1775.38	5313	213.765
AT1G61900.3	1913	1732.38	0	0
AT1G61900.1	1926	1745.38	383	15.6746
AT1G61900.2	1919	1738.38	0	0
AT1G61920.1	586	406.026	0	0
AT1G61930.1	876	695.376	8	0.821782
AT1G61940.1	735	554.645	0	0
AT1G61950.1	1661	1480.38	0	0
AT1G61960.1	1688	1507.38	11	0.521263
AT1G61970.1	2848	2667.38	51	1.36575
AT1G61970.2	2743	2562.38	0	0
AT1G61980.1	1544	1363.38	55.7967	2.92334
AT1G61990.1	1731	1550.38	36	1.65864
AT1G62000.1	706	525.692	18750.8	2547.85
AT1G62010.1	1586	1405.38	39	1.98225
AT1G62020.1	4098	3917.38	938	17.1038
AT1G62030.1	2349	2168.38	15	0.494132
AT1G62040.2	720	539.692	21.2439	2.81174
AT1G62040.1	745	564.645	275.756	34.8848
AT1G62045.1	495	315.611	11	2.48959
AT1G62050.1	2221	2040.38	114	3.99099
AT1G62060.1	732	551.645	2130.29	275.845
AT1G62070.1	696	515.692	4909	679.969
AT1G62080.1	708	527.692	4872.5	659.565
AT1G62085.1	1386	1205.38	8	0.474082
AT1G62110.1	1836	1655.38	21	0.906168
AT1G62120.1	1589	1408.38	50	2.53593
AT1G62130.1	3157	2976.38	119	2.85592
AT1G62150.1	1736	1555.38	7.20332	0.330814
AT1G62160.1	663	482.733	0	0
AT1G62170.2	1728	1547.38	23	1.06174
AT1G62170.1	1302	1121.38	0	0
AT1G62180.1	1766	1585.38	710	31.9899
AT1G62180.2	1538	1357.38	0	0
AT1G62181.1	102	28.945	2	4.93564
AT1G62190.1	1032	851.376	0	0
AT1G62200.1	1909	1728.38	180	7.4391
AT1G62210.1	860	679.376	2753	289.456
AT1G62220.1	649	468.733	2401.46	365.963
AT1G62225.1	792	611.545	5184	605.512
AT1G62240.1	889	708.376	280	28.2345
